,GOOG,MSFT
2022-12-22,2.21245313783044,2.360756861089554
2022-12-23,2.3098621005090587,2.360756861089555
2022-12-27,2.316424863069175,2.298817857597506
2022-12-28,2.399794456913795,2.334096795390185
2022-12-29,2.399794456913795,2.3340967953901846
2022-12-30,2.399794456913795,2.334096795390185
2023-01-02,,
2023-01-03,2.4440852062967338,2.3340967953901846
2023-01-04,2.512327545280151,2.476690873301268
2023-01-05,2.4440852062967338,2.476690873301268
2023-01-06,2.512327545280151,2.5942492758887012
2023-01-09,2.5358699113797734,2.5942492758887012
2023-01-10,2.544917447418339,2.594249275888701
2023-01-11,2.6109591019046,2.594249275888701
2023-01-12,2.544917447418339,2.594249275888701
2023-01-13,2.535869911379773,2.476690873301268
2023-01-16,,
2023-01-17,2.5102414176841608,2.3093067677387857
2023-01-18,2.5102414176841608,2.3093067677387857
2023-01-19,2.5102414176841608,2.188655313293176
2023-01-20,2.5358699113797734,2.309306767738786
2023-01-23,2.578137193482549,2.319955894408288
2023-01-24,2.5760510658865594,2.199304439962677
2023-01-25,2.537438774968504,2.319955894408288
2023-01-26,2.5374387749685035,2.45539491818228
2023-01-27,2.5663467043456016,2.408915814935682
2023-01-30,2.5374387749685035,2.199304439962677
2023-01-31,2.5374387749685035,2.199304439962677
2023-02-01,2.5374387749685035,2.199304439962677
2023-02-02,2.472014925373142,2.199304439962677
2023-02-03,2.5374387749685035,2.199304439962677
2023-02-06,2.472014925373142,2.1059843171365484
2023-02-07,2.475669916557861,2.1801566683355613
2023-02-08,2.475669916557861,2.408915814935682
2023-02-09,2.475669916557861,2.568905418688787
2023-02-10,2.5663467043456016,2.408915814935682
2023-02-13,2.5663467043456016,2.568905418688787
2023-02-14,2.6049589952636576,2.568905418688787
2023-02-15,2.6216196420528566,2.408915814935682
2023-02-16,2.621619642052856,2.408915814935682
2023-02-17,2.6049589952636576,2.1820409638286358
2023-02-21,2.5663467043456016,2.055148821425624
2023-02-22,2.5663467043456016,2.055148821425624
2023-02-23,2.5115731588310912,2.055148821425624
2023-02-24,2.511573158831091,1.9329818625617732
2023-02-27,2.419020655625312,1.9329818625617732
2023-02-28,2.419020655625312,1.9329818625617732
2023-03-01,2.419020655625312,1.9667056747593483
2023-03-02,2.4190206556253124,1.9667056747593483
2023-03-03,2.419020655625312,1.7678556450292695
2023-03-06,2.367187144570297,1.6731896192561286
2023-03-07,2.356463984943952,1.6906771475871
2023-03-08,2.232599848655483,1.6731896192561289
2023-03-09,2.232599848655483,1.6731896192561289
2023-03-10,2.232599848655483,1.673189619256129
2023-03-13,2.232599848655483,1.6906771475871
2023-03-14,2.2514729830057574,1.6906771475871
2023-03-15,2.251472983005757,1.6906771475871
2023-03-16,2.2514729830057574,1.7690927213257095
2023-03-17,2.2514729830057574,1.8448451061133264
2023-03-20,2.1561931786470705,2.042458059546965
2023-03-21,2.2514729830057574,2.0445379958305256
2023-03-22,2.356463984943952,2.08745759102004
2023-03-23,2.280057314935539,2.08745759102004
2023-03-24,2.280057314935539,2.08745759102004
2023-03-27,2.500072779467528,2.099134950552795
2023-03-28,2.644655784801887,2.099134950552795
2023-03-29,2.644655784801887,2.099134950552795
2023-03-30,2.500072779467528,2.0448554560997474
2023-03-31,2.629664005646046,2.099134950552795
2023-04-03,2.6296640056460454,2.099134950552795
2023-04-04,2.6296640056460454,2.099134950552795
2023-04-05,2.6296640056460454,2.099134950552795
2023-04-06,2.6296640056460454,2.099134950552795
2023-04-10,2.5469747879134537,2.056215355363281
2023-04-11,2.3863648820975047,1.9998559246266727
2023-04-12,2.468444273094687,1.954384190212041
2023-04-13,2.3863648820975047,1.954384190212041
2023-04-14,2.2694998687012617,1.8441002345002961
2023-04-17,2.0220539451223294,1.832512229591011
2023-04-18,2.1877128069490075,1.7355645856836408
2023-04-19,1.9962105137906585,1.6818834766703228
2023-04-20,1.9778707558558484,1.6692161117778308
2023-04-21,1.9778707558558484,1.6549409916523807
2023-04-24,1.979153523319156,1.6549409916523807
2023-04-25,1.979153523319156,1.6549409916523807
2023-04-26,1.9791535233191562,1.6692161117778308
2023-04-27,2.1410970761595545,1.6818834766703228
2023-04-28,2.1410970761595545,1.735564585683641
2023-05-01,2.100927725828321,1.6818834766703228
2023-05-02,2.100927725828321,1.7076552417644046
2023-05-03,2.1410970761595545,1.7076552417644046
2023-05-04,2.100927725828321,1.7076552417644046
2023-05-05,1.9573239309227328,1.7076552417644046
2023-05-08,1.957323930922733,1.699777496554189
2023-05-09,2.100927725828321,1.699777496554189
2023-05-10,2.100927725828321,1.6903216835713022
2023-05-11,2.1410970761595545,1.6597306113346573
2023-05-12,2.1410970761595545,1.6063045409352876
2023-05-15,2.1410970761595545,1.565341399248172
2023-05-16,2.2440021042687945,1.5242087563485014
2023-05-17,2.343308331557479,1.4566643809762645
2023-05-18,2.343308331557479,1.5260209477616975
2023-05-19,2.39751627590291,1.5260209477616975
2023-05-22,2.544335113496165,1.4566643809762645
2023-05-23,2.39751627590291,1.4566643809762645
2023-05-24,2.343308331557479,1.42721605642993
2023-05-25,2.343308331557479,1.42721605642993
2023-05-26,2.343308331557479,1.42721605642993
2023-05-30,2.39751627590291,1.4566643809762645
2023-05-31,2.343308331557479,1.4566643809762645
2023-06-01,2.24096871004771,1.4977970238759348
2023-06-02,2.24096871004771,1.5215016611625354
2023-06-05,2.375577717147544,1.4509206937165309
2023-06-06,2.298203454144,1.4509206937165309
2023-06-07,2.298203454144,1.5215016611625354
2023-06-08,2.217802391389596,1.4509206937165309
2023-06-09,2.0699384064099897,1.4509206937165309
2023-06-12,2.0699384064099897,1.52594455122783
2023-06-13,2.0558343417813725,1.6231320802220377
2023-06-14,2.032794448026989,1.68887168978612
2023-06-15,2.032794448026989,1.7771600182659284
2023-06-16,2.1375277535389223,1.909071847180355
2023-06-20,2.0222620239815363,1.909071847180355
2023-06-21,2.016477767518267,1.9090718471803545
2023-06-22,2.1087036033212696,1.9090718471803545
2023-06-23,2.1087036033212696,1.909071847180355
2023-06-26,2.1087036033212696,1.9090718471803545
2023-06-27,2.1087036033212696,1.9090718471803547
2023-06-28,2.1087036033212696,1.9090718471803547
2023-06-29,2.1087036033212696,1.8433829744521373
2023-06-30,2.1087036033212696,1.7737415461063315
2023-07-03,2.1087036033212696,1.7737415461063315
2023-07-05,2.1087036033212696,1.8433829744521373
2023-07-06,2.016477767518267,1.9090718471803547
2023-07-07,1.911727823600772,1.843382974452137
2023-07-10,2.004634762182016,1.9090718471803547
2023-07-11,2.056947396153236,1.909071847180355
2023-07-12,2.056947396153236,1.843382974452137
2023-07-13,2.0910763415217497,1.806992927302855
2023-07-14,2.056947396153236,1.8069929273028553
2023-07-17,2.056947396153236,1.7682931978878687
2023-07-18,1.9640404575719916,1.7682931978878689
2023-07-19,2.056947396153236,1.7682931978878689
2023-07-20,2.056947396153236,1.884920658200093
2023-07-21,1.944103232424215,1.910580098010792
2023-07-24,1.944103232424215,1.910580098010792
2023-07-25,1.806322956354932,1.8585760075144893
2023-07-26,1.806322956354932,1.8585760075144893
2023-07-27,1.806322956354932,1.995134753212112
2023-07-28,1.9441032324242147,2.034297323263903
2023-07-31,1.944103232424215,2.034297323263903
2023-08-01,1.944103232424215,2.034297323263903
2023-08-02,1.92568419590602,2.0418946260070765
2023-08-03,1.92568419590602,1.9822932327675995
2023-08-04,2.016242419602777,2.0418946260070765
2023-08-07,1.995576842368423,1.9822932327675995
2023-08-08,1.92343765518986,1.9822932327675995
2023-08-09,1.9955768423684226,1.9822932327675995
2023-08-10,1.9955768423684228,2.0418946260070765
2023-08-11,1.9955768423684228,1.9822932327675995
2023-08-14,1.92343765518986,1.9822932327675995
2023-08-15,1.92343765518986,1.911902978380215
2023-08-16,1.8709286502858056,1.8221042472369957
2023-08-17,1.8709286502858056,1.7748491551250631
2023-08-18,1.9408212967482084,1.7748491551250631
2023-08-21,1.9408212967482084,1.7831658157529189
2023-08-22,1.9408212967482084,1.7718498610572269
2023-08-23,1.9408212967482086,1.7594424411932832
2023-08-24,1.9408212967482084,1.7594424411932832
2023-08-25,1.9408212967482084,1.7594424411932832
2023-08-28,1.9408212967482084,1.7594424411932832
2023-08-29,1.9955768423684228,1.7718498610572269
2023-08-30,1.9408212967482084,1.7594424411932832
2023-08-31,1.9408212967482081,1.7594424411932832
2023-09-01,1.909068426623837,1.6702882671941444
2023-09-05,1.8509017260116192,1.759442441193283
2023-09-06,1.9090684266238367,1.6702882671941446
2023-09-07,1.905976997610772,1.5130400167274165
2023-09-08,1.8509017260116192,1.5130400167274165
2023-09-11,1.8509017260116192,1.5130400167274165
2023-09-12,1.8509017260116192,1.5928656136646824
2023-09-13,1.905976997610772,1.6453403742610204
2023-09-14,1.868566431778237,1.6453403742610204
2023-09-15,1.8024934756215976,1.6453403742610206
2023-09-18,1.7233241764762166,1.5928656136646824
2023-09-19,1.7233241764762166,1.53504358398217
2023-09-20,1.8024934756215976,1.5928656136646824
2023-09-21,1.7233241764762166,1.5928656136646824
2023-09-22,1.7233241764762166,1.5928656136646824
2023-09-25,1.656054755635845,1.53504358398217
2023-09-26,1.656054755635845,1.5928656136646824
2023-09-27,1.656054755635845,1.53504358398217
2023-09-28,1.7184830388176553,1.5928656136646824
2023-09-29,1.7857524596580268,1.5928656136646824
2023-10-02,1.7857524596580268,1.636188962345827
2023-10-03,1.80535029613221,1.6361889623458268
2023-10-04,1.80535029613221,1.6810229617085757
2023-10-05,1.7857524596580268,1.6810229617085757
2023-10-06,1.80535029613221,1.6810229617085757
2023-10-09,1.861983352981107,1.7837685477396708
2023-10-10,1.8619833529811065,1.783768547739671
2023-10-11,1.80535029613221,1.774617135824477
2023-10-12,1.8619833529811067,1.774617135824477
2023-10-13,1.9966464025199528,1.7746171358244769
2023-10-16,1.9966464025199528,1.7746171358244769
2023-10-17,2.009227504185388,1.849661304311513
2023-10-18,2.009227504185388,1.849661304311513
2023-10-19,2.009227504185388,1.811921631178
2023-10-20,2.066278028755348,1.849661304311513
2023-10-23,2.196389908934034,1.8855233919352914
2023-10-24,2.066278028755348,1.857821974391232
2023-10-25,2.196389908934034,1.9081352334051522
2023-10-26,2.196389908934034,1.9371380483950944
2023-10-27,2.196389908934034,2.0325582920923635
2023-10-30,2.1058956688268737,2.0696726470643805
2023-10-31,2.113106675192265,1.9371380483950944
2023-11-01,2.113106675192265,2.0696726470643805
2023-11-02,2.113106675192265,2.0696726470643805
2023-11-03,2.095741906643392,1.9908629108116191
2023-11-06,2.066278028755348,1.9012759607713163
2023-11-07,2.066278028755348,1.901275960771316
2023-11-08,2.066278028755348,1.901275960771316
2023-11-09,1.986974632662735,1.9012759607713159
2023-11-10,1.986974632662735,1.9012759607713163
2023-11-13,1.9869746326627353,1.9012759607713166
2023-11-14,1.9522274772419137,1.8912377051818627
2023-11-15,1.7954473061662202,1.715181415118641
2023-11-16,1.939587645561393,1.6343476572496698
2023-11-17,1.850325896142731,1.63434765724967
2023-11-20,1.850325896142731,1.6343476572496696
2023-11-21,1.850325896142731,1.6343476572496698
2023-11-22,1.7282680972150553,1.497757565799724
2023-11-24,1.6065220251790056,1.3533650079203436
2023-11-27,1.588440979531183,1.307666409884314
2023-11-28,1.5600247241387248,1.2751857779566993
2023-11-29,1.5600247241387248,1.307666409884314
2023-11-30,1.5600247241387248,1.2701683389499066
2023-12-01,1.5470481656038544,1.307666409884314
2023-12-04,1.574735014472629,1.3076664098843143
2023-12-05,1.588440979531183,1.3533650079203434
2023-12-06,1.574735014472629,1.497757565799724
2023-12-07,1.588440979531183,1.5057075801347346
2023-12-08,1.588440979531183,1.6343476572496698
2023-12-11,1.574735014472629,1.5548807184366757
2023-12-12,1.574735014472629,1.5548807184366757
2023-12-13,1.545520255408485,1.63434765724967
2023-12-14,1.5830238859036756,1.6524837415919114
2023-12-15,1.5830238859036756,1.6577743496861854
2023-12-18,1.5830238859036756,1.5660395291318843
2023-12-19,1.545520255408485,1.4321088439226748
2023-12-20,1.5830238859036756,1.4826408831850588
2023-12-21,1.5830238859036756,1.482640883185059
2023-12-22,1.545520255408485,1.4826408831850586
2023-12-25,,
2023-12-26,1.545520255408485,1.4826408831850588
2023-12-27,1.5867658608750517,1.4826408831850588
2023-12-28,1.545520255408485,1.4321088439226746
2023-12-29,1.466132267517478,1.4321088439226748
2024-01-02,1.545520255408485,1.432108843922675
2024-01-03,1.5629681954384147,1.3323205241541412
2024-01-04,1.5629681954384147,1.3323205241541412
2024-01-05,1.5154048115086112,1.3323205241541412
2024-01-08,1.5154048115086112,1.3814936624560827
2024-01-09,1.5154048115086112,1.279507239054473
2024-01-10,1.5201180270171628,1.279507239054473
2024-01-11,1.6239837683544691,1.3828525634165252
2024-01-12,1.6239837683544691,1.279507239054473
2024-01-16,1.6239837683544691,1.279507239054473
2024-01-17,1.7496703088309449,1.279507239054473
2024-01-18,1.5728497103014505,1.279507239054473
2024-01-19,1.5728497103014505,1.289258621126805
2024-01-22,1.5728497103014505,1.2892586211268051
2024-01-23,1.5728497103014505,1.3288177915166701
2024-01-24,1.5728497103014505,1.3288177915166697
2024-01-25,1.626357120478208,1.32881779151667
2024-01-26,1.594993029874677,1.32881779151667
